Timestamp,Spotter,To_Station,Frequency_MHz
2026-03-28T23:01:16.498657+00:00,DK1IP,4O4A,7048.5
2026-03-28T23:01:16.679231+00:00,DA2X,P3CR,7129.1
2026-03-28T23:01:18.899878+00:00,M0UHF,HA1TJ,3704.1
2026-03-28T23:01:19.494482+00:00,YP8T,E7DX,14286.9
2026-03-28T23:01:19.876791+00:00,WX3BS,PY1FJ,14168.0
2026-03-28T23:01:20.319948+00:00,W7ZKI,W8MJ,21354.0
2026-03-28T23:01:22.834153+00:00,K4MI,VE2IAA,7214.0
2026-03-28T23:01:29.199438+00:00,W9KEY,V26K,21400.5
2026-03-28T23:01:31.355199+00:00,N3KN,II4M,14220.0
2026-03-28T23:01:32.599427+00:00,PE1EWR,SZ40A,7145.2
2026-03-28T23:01:32.930913+00:00,YU1FX,YT170TESLA,7011.0
2026-03-28T23:01:35.589229+00:00,OE3MZC,Z34Z,3768.2
2026-03-28T23:01:37.606122+00:00,VE7SAR,II9P,14302.7
2026-03-28T23:01:40.646535+00:00,S57UN,WX3B,14150.2
2026-03-28T23:01:42.306396+00:00,VE9CF,4M5A,14238.1
2026-03-28T23:01:44.637743+00:00,KI5WTR,IB9T,14262.0
2026-03-28T23:01:46.033477+00:00,RM3DA,MM9I,7083.9
2026-03-28T23:01:48.386690+00:00,CT2IQK,9A1CCY,3740.1
2026-03-28T23:01:49.254970+00:00,N6YG,AA4V,21203.0
2026-03-28T23:01:53.817513+00:00,DK1IP,YP0C,7052.9
2026-03-28T23:01:55.218822+00:00,WK2M,VE2AA,7214.0
2026-03-28T23:01:57.250034+00:00,DK0OT,3V8LL,1869.4
2026-03-28T23:02:01.363561+00:00,FM5DN,TY5FR,14179.0
2026-03-28T23:02:04.470327+00:00,S57UN,KM9P,14165.5
2026-03-28T23:02:04.648975+00:00,KN4UOW,TM5C,14330.0
2026-03-28T23:02:07.556768+00:00,KE6QEY,PJ7AA,21345.5
2026-03-28T23:02:09.826162+00:00,K9XN,KX7M,28485.2
2026-03-28T23:02:13.070570+00:00,W9KEY,8P5A,21420.7
2026-03-28T23:02:13.494828+00:00,KA4RRU,CX5A,21307.1
2026-03-28T23:02:13.683601+00:00,W4SSF,C4E,14252.1
2026-03-28T23:02:24.446113+00:00,K7WXB,LT5H,28470.5
2026-03-28T23:02:34.726509+00:00,K1AJT,VP2M,21347.9
2026-03-28T23:02:40.497740+00:00,WM7C,VK4A,28470.0
2026-03-28T23:02:41.285713+00:00,W1QJB,W1INC,3539.0
2026-03-28T23:02:47.485132+00:00,DK1IP,UN3J,7055.6
2026-03-28T23:02:49.632193+00:00,N6YG,NU5A,21212.6
2026-03-28T23:02:50.674481+00:00,CD4HYZ,CB4W,28490.0
2026-03-28T23:02:50.866171+00:00,LX1ER,SP8R,1883.6
2026-03-28T23:02:56.303198+00:00,YT2CB,YT1A,7199.9
2026-03-28T23:03:00.914287+00:00,NK2R,RL3A,7180.0
2026-03-28T23:03:05.480927+00:00,W6MX,JA1GOY,21361.2
2026-03-28T23:03:05.675434+00:00,RU6AR,RG5A,7099.0
2026-03-28T23:03:06.716448+00:00,IK4DCT,IB4X,3718.0
2026-03-28T23:03:09.091446+00:00,W5WRP,LU1DK,21443.0
2026-03-28T23:03:09.616404+00:00,N4WRO,WH7U,21429.0
2026-03-28T23:03:10.009183+00:00,WM3PEN,HD8R,28448.3
2026-03-28T23:03:11.941829+00:00,PH9B,VA1MM,7152.3
2026-03-28T23:03:14.764788+00:00,CT2IQK,9A73P,3759.0
2026-03-28T23:03:14.781286+00:00,CT2IQK,9A73P,3759.0
2026-03-28T23:03:15.718344+00:00,RM3DA,LN2T,7059.9
2026-03-28T23:03:15.735730+00:00,RM3DA,LN2T,7059.9
2026-03-28T23:03:18.632271+00:00,DC4HF,YP8T,7162.5
2026-03-28T23:03:18.648127+00:00,DC4HF,YP8T,7162.5
2026-03-28T23:03:23.968787+00:00,W7LG,IP2A,14264.5
2026-03-28T23:03:23.984589+00:00,W7LG,IP2A,14264.5
2026-03-28T23:03:25.557424+00:00,EI6JK,OR7G,3663.0
2026-03-28T23:03:25.572425+00:00,EI6JK,OR7G,3663.0
2026-03-28T23:03:27.693069+00:00,S57UN,NX9T,14170.0
2026-03-28T23:03:27.707831+00:00,S57UN,NX9T,14170.0
2026-03-28T23:03:33.429508+00:00,I2WIJ,CF3A,14127.4
2026-03-28T23:03:36.585661+00:00,WY3A,OM0R,7168.1
2026-03-28T23:03:37.187326+00:00,W6MX,VC6R,21284.3
2026-03-28T23:03:39.985999+00:00,NH7T,TI7W,21289.4
2026-03-28T23:03:40.794039+00:00,RM3DA,PI4CC,7057.8
2026-03-28T23:03:43.452446+00:00,PU4DLN,LP1H,28590.0
2026-03-28T23:03:45.838517+00:00,K7AKT,PT1M,21448.5
2026-03-28T23:03:47.278444+00:00,M0UHF,GX7C,3710.2
2026-03-28T23:03:47.466875+00:00,HK4RAU,HK4X,14271.5
2026-03-28T23:03:54.529732+00:00,AC1MT,VK9DX,28512.0
2026-03-28T23:03:59.787134+00:00,2I0WMN,IP2A,7113.0
2026-03-28T23:04:01.209291+00:00,AJ9C,5K3D,28373.9
2026-03-28T23:04:01.869709+00:00,HB9DVH,P3CR,7129.1
2026-03-28T23:04:02.782409+00:00,W4SSF,N6AR,14258.0
2026-03-28T23:04:05.032566+00:00,W4DQ,XE1ACW,28340.0
2026-03-28T23:04:06.430759+00:00,RA8AO,EW7TM,3656.0
2026-03-28T23:04:08.733550+00:00,K9LC,VK4KW,28516.0
2026-03-28T23:04:10.411939+00:00,N4MCC,PY2NY,14203.3
2026-03-28T23:04:10.978743+00:00,W5WRP,KW7MM,28335.0
2026-03-28T23:04:11.510270+00:00,YT5EM,E73RB,3712.0
2026-03-28T23:04:15.376049+00:00,PE1EWR,ES9C,7148.0
2026-03-28T23:04:16.832909+00:00,RM3DA,UN3J,7055.5
2026-03-28T23:04:18.332723+00:00,DK2AT,DJ5MW,3649.5
2026-03-28T23:04:22.728853+00:00,WJ1U-9,IO6T,14282.0
2026-03-28T23:04:26.818645+00:00,VE3TM,5X2VJ,21022.0
2026-03-28T23:04:29.884818+00:00,VK6NC,CR3A,7190.0
2026-03-28T23:04:32.306816+00:00,IU0ITX,P3CR,7129.1
2026-03-28T23:04:34.376106+00:00,N8WCP,PX2T,28355.0
2026-03-28T23:04:36.127741+00:00,K9XN,XE2S,28586.0
2026-03-28T23:04:40.623767+00:00,DC4HF,IB8A,7174.9
2026-03-28T23:04:42.192087+00:00,PE1EWR,K1LZ,7149.2
2026-03-28T23:04:43.006939+00:00,K5PAR,NX9T,14170.0
2026-03-28T23:04:44.651731+00:00,FG/F5HRY,FY5KE,7188.2
2026-03-28T23:04:45.671864+00:00,WM7C,W1RCR,28348.0
2026-03-28T23:04:46.484348+00:00,LU4DPL,NH7T,28415.0
2026-03-28T23:04:50.801615+00:00,KN4UOW,II8K,14216.2
2026-03-28T23:04:53.376656+00:00,W4SSF,IB9T,14262.0
2026-03-28T23:04:53.571557+00:00,BH6IE,YB1CMZ,21377.4
2026-03-28T23:04:54.165613+00:00,NO7S,VK4A,28470.0
2026-03-28T23:04:54.843753+00:00,OE3MZC,YU0U,3773.3
2026-03-28T23:04:56.910802+00:00,MW0BRO,D4C,21407.5
2026-03-28T23:04:58.765032+00:00,AF0F,W1RCR,28348.0
2026-03-28T23:05:00.305033+00:00,WJ1U-9,EI7M,14295.0
2026-03-28T23:05:02.671570+00:00,N4XL,VE2IAA,7214.0
2026-03-28T23:05:03.005216+00:00,N3KN,KA0PQW,14268.4
2026-03-28T23:05:05.874176+00:00,N4WRO,LU1DK,21443.0
2026-03-28T23:05:09.640445+00:00,YB1RGK,LY4A,3870.0
2026-03-28T23:05:19.612599+00:00,W9KEY,WH7U,21429.0
2026-03-28T23:05:24.763383+00:00,BH6IE,NR6O,21399.0
2026-03-28T23:05:29.163467+00:00,WW3G,C4E,14252.0
2026-03-28T23:05:29.178152+00:00,WW3G,C4E,14252.0
2026-03-28T23:05:33.800158+00:00,HB9DVH,YM4KU,7156.0
2026-03-28T23:05:33.816888+00:00,HB9DVH,YM4KU,7156.0
2026-03-28T23:05:34.930477+00:00,BH6IE,JA7NVF,21408.5
2026-03-28T23:05:34.944878+00:00,BH6IE,JA7NVF,21408.5
2026-03-28T23:05:35.326769+00:00,PY2OKB,KW7MM,28335.0
2026-03-28T23:05:35.341586+00:00,PY2OKB,KW7MM,28335.0
2026-03-28T23:05:41.741358+00:00,YP8T,PS8NF,14232.0
2026-03-28T23:05:41.756004+00:00,YP8T,PS8NF,14232.0
2026-03-28T23:05:42.712147+00:00,PP5KP,V4/SP9FIH,28425.0
2026-03-28T23:05:42.725923+00:00,PP5KP,V4/SP9FIH,28425.0
2026-03-28T23:05:43.076386+00:00,N3FCP,LT7L,21285.0
2026-03-28T23:05:43.091568+00:00,N3FCP,LT7L,21285.0
2026-03-28T23:05:46.066195+00:00,VE7SAR,OG66X,14319.3
2026-03-28T23:05:46.857443+00:00,N8WCP,PU2UAF,28345.0
2026-03-28T23:05:51.558179+00:00,N0RC,XE1ACW,28340.0
2026-03-28T23:05:55.276963+00:00,VE9CF,WX3B,14150.5
2026-03-28T23:05:56.247582+00:00,NN4RB,II9P,14302.6
2026-03-28T23:05:56.498584+00:00,US0YW,UR2Y,7142.0
2026-03-28T23:06:00.564115+00:00,PR2EG,VA7QD,28365.0
2026-03-28T23:06:02.688725+00:00,KE6QEY,HD8R,28448.3
2026-03-28T23:06:05.308989+00:00,I2WIJ,FM8QR,14138.7
2026-03-28T23:06:07.772973+00:00,K7WXB,CX1AR,28583.0
2026-03-28T23:06:10.605567+00:00,N4CF,VA1MM,7152.2
2026-03-28T23:06:11.179078+00:00,W0XM,AF6SA,21432.1
2026-03-28T23:06:13.043599+00:00,WW3S,PJ7AA,21345.5
2026-03-28T23:06:13.228213+00:00,IU0ITX,Z32TO,7087.6
2026-03-28T23:06:15.234787+00:00,KL5NE,JH4UYB,21426.5
